population	pop	plant	seed	flower	measdate	Shootthickness	Stemthickness	GAD	ASD	Adepth	Awidth	GSDR	GSDC	GSDL	nMalesR	nMalesC	nMalesL	GWTot	GHR	GHL	GNR	GNL	SWR	SWC	SWL	SLR	Srrs	SLC	Scrs	SLL	Slrs	UBR	UBC	UBL	UBW	LBR	LBC	LBL	LBW																																																																																																																																																																																																																							
GS	Graciano_Sánches	3	2	1	24.10.2008	NA	NA	5	2.42	1.09	2.37	3.97	4.4	3.01	3	3	3	6.39	2.98	2.95	15	13	1.34	1.62	1.53	7.2	2.45	6.88	1.65	7.52	1.89	16.73	17.52	15.71	19.88	16.58	18.41	16.58	20.37																																																																																																																																																																																																																							
GS	Graciano_Sánches	3	2	2	28.10.2008	NA	NA	5.27	1.96	1.16	2.28	4.01	4.19	3.57	3	3	3	6.62	3.14	3.46	13	13	1.46	1.67	1.51	0.74	2.87	7.46	2.43	7.97	2.99	16.69	18.28	16.47	21.1	17.13	19.3	16.26	20.34																																																																																																																																																																																																																							
GS	Graciano_Sánches	3	4	2	24.10.2008	NA	NA	4.5	2.76	1.13	2.12	4.99	6.61	5.51	3	3	3	5.77	2.46	2.75	12	10	1.62	1.73	1.43	7.94	2.89	8.14	3.18	8.42	2.88	17.74	18.93	17.89	21.49	19.64	21.89	18.71	22.24																																																																																																																																																																																																																							
GS	Graciano_Sánches	3	4	1	13.10.2008	NA	NA	3.09	2.98	1.46	2.2	3.83	4.49	4.35	3	3	3	5.44	2.5	2.33	12	12	1.28	1.14	1.21	6.64	NA	5.28	NA	7.05	NA	15.73	16.79	15.46	20.95	17.73	20.97	18.08	20.32																																																																																																																																																																																																																							
GS	Graciano_Sánches	4	3	1	08.12.2008	NA	NA	5.02	2.48	1.12	2.46	5.3	5.53	4.34	3	3	3	6.71	3.42	3.92	13	13	2.06	2.11	2.08	8.14	3.68	8.2	3.26	8.44	3.71	16.63	19.32	17.89	22.7	18.72	21.64	18.46	22.87																																																																																																																																																																																																																							
GS	Graciano_Sánches	4	3	2	09.12.2008	NA	NA	5.87	3.12	1.16	2.33	4.07	4.51	4.1	3	3	3	6.71	3.84	3.39	16	17	1.62	2.07	1.56	7.49	3.44	7.16	2.79	7.27	3.07	15.53	17.46	15.3	21.48	17.3	20.31	17.2	22.61																																																																																																																																																																																																																							
GS	Graciano_Sánches	4	4	2	17.12.2008	NA	NA	4.54	4.66	0.91	2.68	4.63	4.56	4.37	3	3	3	7.47	4.08	4.25	15	16	1.16	1.28	1.18	5.27	2.62	5.26	2.65	5.48	2.54	17.8	19.41	18.09	23.35	18.94	22.96	19.14	24.22																																																																																																																																																																																																																							
GS	Graciano_Sánches	4	4	1	17.12.2008	NA	NA	5.07	2.75	0.92	2.49	5.53	5.94	5.01	4	3	3	8.05	4.87	4.83	22	20	1.54	1.54	1.49	8.92	3.54	8.52	3.4	8.67	3.97	21.48	22.61	19.82	26.52	22.11	26.03	21.56	26.75																																																																																																																																																																																																																							
GS	Graciano_Sánches	5	1	1	20.10.2008	NA	NA	5.22	2.87	1.34	2.54	5.62	7.31	6.41	3	3	3	6.83	2.86	3.46	12	11	1.63	1.66	1.68	9.72	3.45	10.06	3.28	9.92	3.27	19.7	22.94	20.72	23.93	20.24	24.42	20.17	25.89																																																																																																																																																																																																																							
GS	Graciano_Sánches	5	1	2	24.10.2008	NA	NA	5.1	2.76	1.38	2.58	5.79	7.79	7.37	3	3	3	6.73	3.33	3.29	13	11	1.49	1.76	1.67	10.06	3.87	10.32	3.84	10.36	3.86	18.49	22.1	19.65	22.36	20.33	23.64	19.48	23.94																																																																																																																																																																																																																							
GS	Graciano_Sánches	5	3	1	11.09.2008	NA	NA	5.42	3.78	NA	NA	4.29	6.41	4.38	3	3	3	7.03	3.12	3.5	10	11	1.74	1.97	1.64	10.63	NA	10.43	NA	10.82	NA	18.87	21.09	18.47	24.18	18.97	23.14	19.4	24.26																																																																																																																																																																																																																							
GS	Graciano_Sánches	5	3	2	20.10.2008	NA	NA	5.12	1.79	1.5	2.34	4.89	4.73	4.97	3	3	3	6.78	3.14	3.39	12	14	1.49	1.52	1.46	9.17	3.89	8.57	3.36	8.58	4	15.57	16.49	17.32	20.84	18.32	21.33	18.23	22.85																																																																																																																																																																																																																							
GS	Graciano_Sánches	7	1	2	21.10.2008	NA	NA	5.71	1.15	1.3	2.49	4.11	6.35	4.84	3	3	3	7.64	3.31	3.85	19	19	1.86	1.98	1.79	8.89	4.24	9.27	4.13	9.11	4.33	18.18	18.79	18.41	23.7	19.06	20.2	18.47	23.12																																																																																																																																																																																																																							
GS	Graciano_Sánches	7	1	1	19.09.2008	NA	NA	4.36	0	NA	NA	4.15	4.95	5.23	2	3	3	6.78	3.23	2.93	13	12	2.01	1.72	1.78	9.36	NA	9.18	NA	9.32	NA	17.28	18.95	16.34	22.45	17.66	19.54	18.35	22.23																																																																																																																																																																																																																							
GS	Graciano_Sánches	7	2	2	08.12.2008	NA	NA	5.32	2.32	1.25	2.36	5.94	6.28	5.1	3	3	3	6.85	3.87	4.06	17	17	1.95	2.01	2.05	8.56	3.5	8.7	2.91	9.14	3.58	19.46	20.64	20.23	24.99	21.39	23.5	20.71	23.94																																																																																																																																																																																																																							
GS	Graciano_Sánches	7	2	1	27.10.2008	NA	NA	4.37	0.99	1.21	2.5	5.36	5.68	5.62	3	3	3	6.36	3.3	3.32	13	15	1.98	1.99	1.87	9.21	3.71	9.51	2.78	9.43	3.48	18.5	20.02	16.79	23.54	20.12	21.87	18.75	23.41																																																																																																																																																																																																																							
HO	Hopelchén	2	1	2	12.12.2008	NA	NA	3.24	0	0.71	1.91	4.43	4.53	3.91	2	1	0	5.12	1.38	1.68	7	7	0.71	0.68	0.85	7.05	2.92	7.42	3.38	7.23	3.57	16.15	19.75	16.24	17.47	17.58	21.81	16.87	18.11																																																																																																																																																																																																																							
HO	Hopelchén	2	1	1	21.10.2008	NA	NA	2.73	2.91	1.18	1.38	5.56	6.71	5.42	1	1	0	4.99	1.59	1.96	7	7	0.73	0.76	0.74	7.62	2.95	7.49	3.47	7.42	3.66	19.21	21.89	17.95	20.95	21.57	24.34	20.12	22.91																																																																																																																																																																																																																							
HO	Hopelchén	8	2	1	19.01.2009	NA	NA	3.14	0.6	0.88	2.09	3.25	2.98	3.23	0	1	0	4.04	2.38	2.15	9	9	0.76	0.77	0.76	5.64	2.23	5.42	2.19	5.67	2.38	15.23	16.95	15.58	17.13	15.78	17.43	15.39	17.92																																																																																																																																																																																																																							
HO	Hopelchén	8	2	2	17.02.2009	NA	NA	3.11	0.51	0.92	2.2	3.14	3.73	3.4	0	0	0	4.2	2.44	2.34	10	8	0.92	1.04	1.03	5.55	2.37	5.88	2.67	5.98	2.69	13.72	15.66	14.29	15.57	14.95	16.43	14.5	16.19																																																																																																																																																																																																																							
HO	Hopelchén	8	3	1	25.11.2008	NA	NA	2.66	0	1.28	2	3.15	3.78	3.12	0	1	0	4.26	2.26	2.57	17	0	0.91	0.87	0.86	5.48	2.1	5.77	2.1	5.54	2.1	12.56	15.13	13.06	14.34	13.12	15.29	13.22	14.76																																																																																																																																																																																																																							
HO	Hopelchén	8	3	2	25.11.2008	NA	NA	2.73	0.51	0.99	1.94	3.76	4.23	4.16	2	0	0	4.7	1.59	2.33	6	13	0.89	0.99	1.08	6.45	2.34	6.85	2.57	6.72	2.6	16.04	18.25	15.94	17.65	15.39	18.12	16.15	17.95																																																																																																																																																																																																																							
HO	Hopelchén	8	4	1	09.09.2008	NA	NA	2.97	0	NA	NA	2.37	3.44	2.26	2	1	1	4.44	2.08	1.85	9	9	1.08	0.99	0.97	4.76	NA	5.01	NA	4.52	NA	12.99	14.08	12.86	14.24	14.3	15.07	13.65	15.82																																																																																																																																																																																																																							
HO	Hopelchén	8	4	2	20.10.2008	NA	NA	2.63	0	1.35	2.02	3.21	4.02	2.44	2	1	3	5.27	2.71	1.78	11	10	1.21	1.35	1.2	7.17	3.07	7.18	2.63	7.29	2.63	16.48	18.01	16.27	20.31	18.31	20.9	18.22	21.52																																																																																																																																																																																																																							
LM	La_Mancha	1	4	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA																																																																																																																																																																																																																							
